RUNID,RESPNUM,CCGID,LATECODE,DESTMARK,DESTGEO,TERM,STRATA,ATYPE,AIRLINE,DEST,GATE,INTDATE,Q1,Q1A,Q1MIL,DEPTIME,PASSTIME,PASSMIN,Q2_1,Q3_1,Q4A,Q4B,Q4C,Q5,Q6,Q7,SAQ,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8G,Q8H,Q8I,Q8J,Q8K,Q8L,Q8M,Q8N,Q10A,Q10B,Q10C,Q10D,Q10E,Q10F,Q11,Q12,Q13,Q13A1,Q13A2,Q13A3,Q14,Q15A,Q15B,Q16,Q17,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q19,Q20,Q21,MAIL,LANG
751,1466,2626,1,2,1,1,1,1,25,SAN DIEGO,25,11,53500,1,5:35,7:15,01:40,100,6,2,2,1,2,2,2,3,2,3,3,3,4,3,3,6,6,3,4,4,6,6,4,5,5,5,6,5,5,4,2,,,,,5,5,5,2,1,CA,94122,US,1,3,2,1,1,1
751,1467,2627,1,2,1,1,1,1,25,SAN DIEGO,25,11,60000,1,6:00,7:15,01:15,75,2,5,1,2,2,2,2,1,2,3,3,3,4,4,3,3,3,4,6,4,6,6,4,4,6,4,6,6,6,3,2,,,,,12,3,4,2,3,TX,77004,US,11,3,2,1,1,1
751,1468,2628,1,2,1,1,1,1,25,SAN DIEGO,25,11,55000,1,5:50,7:15,01:25,85,3,8,2,0,0,2,2,3,2,4,4,4,4,3,4,3,3,4,4,6,4,6,4,4,3,6,6,4,4,4,2,,,,,3,5,3,1,1,CA,94939,US,6,5,1,4,1,1
751,1469,2629,1,2,1,1,1,1,25,SAN DIEGO,25,11,60000,1,6:00,7:15,01:15,75,2,2,1,1,0,2,2,3,2,6,4,4,2,2,2,1,1,3,6,6,6,6,4,4,6,6,6,6,3,4,2,,,,,6,2,4,2,1,CA,94076,US,2,4,1,4,1,1
751,1470,2630,1,2,1,1,1,1,25,SAN DIEGO,25,11,N,1,N,7:15,N,N,2,2,1,0,1,2,2,1,2,6,4,4,3,4,4,4,4,3,6,4,6,6,5,5,4,5,6,4,4,4,1,5,,,,2,4,5,2,1,CA,94553,US,5,3,1,2,1,1
751,1471,2631,1,2,1,1,1,1,25,SAN DIEGO,25,11,60000,1,6:00,7:15,01:15,75,6,4,1,0,0,2,2,3,2,3,3,3,4,4,4,3,0,3,3,3,6,3,4,4,3,3,3,3,4,5,2,,,,,6,3,4,2,1,CA,94014,US,2,5,1,2,1,1
751,1472,2632,1,2,1,1,1,1,25,SAN DIEGO,25,11,54000,1,5:40,7:15,01:35,95,3,6,1,2,1,1,2,3,2,4,3,4,4,3,4,6,6,3,3,6,3,3,3,3,3,6,3,3,3,4,2,,,,,3,5,4,2,1,CA,94947,US,6,6,2,4,1,1
751,1473,2633,1,2,1,1,1,1,25,SAN DIEGO,25,11,54000,1,5:40,7:15,01:35,95,3,8,2,1,1,2,2,6,2,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,6,6,5,5,5,1,5,11,,,32,5,3,2,2,CA,95482,US,10,5,2,2,1,1
751,1474,2634,1,2,1,1,1,1,25,SAN DIEGO,25,11,60000,1,6:00,7:15,01:15,75,1,1,2,2,2,2,2,3,2,3,3,3,4,4,4,3,3,3,3,5,5,6,4,3,3,3,3,3,3,5,2,,,,,5,5,4,2,1,CA,94115,US,1,2,2,2,1,1
752,1475,2610,1,4,1,1,1,1,25,LOS ANGELES,25,11,70000,1,7:00,8:40,01:40,100,3,2,1,2,1,1,2,3,1,4,4,4,4,4,4,4,4,3,6,6,6,6,4,5,6,6,6,4,5,3,3,,,,,2,5,3,2,1,CA,94598,US,5,2,2,1,1,1
752,1476,2611,1,4,1,1,1,1,25,LOS ANGELES,25,11,72000,1,7:20,8:40,01:20,80,1,1,2,2,1,2,2,4,1,5,3,4,4,4,4,3,3,4,4,5,3,6,4,5,3,5,6,4,4,5,2,,,,,5,5,5,2,1,CA,94115,US,1,5,1,3,1,1
752,1477,2612,1,4,1,1,1,1,25,LOS ANGELES,25,11,71500,1,7:15,8:40,01:25,85,2,5,2,2,1,2,2,4,2,3,3,2,4,3,4,6,6,5,6,4,6,6,4,5,6,5,6,4,4,5,2,,,,,5,5,5,2,1,CA,94117,US,1,2,2,2,1,1
752,1478,2613,1,4,1,1,1,1,25,LOS ANGELES,25,11,73000,1,7:30,8:40,01:10,70,5,4,2,0,1,1,2,3,2,6,6,3,4,3,2,6,3,3,6,5,6,3,0,4,6,4,4,0,3,3,2,,,,,7,5,5,1,1,CA,94030,US,2,7,2,0,1,1
752,1479,2614,1,4,1,1,1,1,25,LOS ANGELES,25,11,61500,1,6:15,8:40,02:25,145,1,9,1,1,2,2,2,1,2,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,5,2,,,,,5,5,5,2,3,TX,77575,US,11,6,1,0,1,1
752,1480,2615,1,4,1,1,1,1,25,LOS ANGELES,25,11,71000,1,7:10,8:40,01:30,90,5,1,1,2,2,2,2,2,2,3,3,3,3,4,4,3,3,2,2,3,3,6,3,4,3,3,4,4,4,4,2,,,,,5,4,4,1,1,CA,94598,US,5,3,1,2,1,1
752,1481,2616,1,4,1,1,1,1,25,LOS ANGELES,25,11,64000,1,6:40,8:40,02:00,120,3,6,1,1,1,2,2,3,2,1,1,1,2,4,4,6,6,0,6,4,6,6,3,4,6,3,6,3,3,3,2,,,,,5,2,1,1,1,CA,94108,US,1,2,1,1,1,1
752,1482,2617,1,4,1,1,1,1,25,LOS ANGELES,25,11,72000,1,7:20,8:40,01:20,80,2,2,1,2,2,2,2,3,2,4,3,4,5,5,3,6,6,4,3,5,6,4,4,3,4,4,4,3,4,4,2,,,,,5,5,5,2,1,CA,94116,US,1,3,1,3,1,1
752,1483,2618,1,4,1,1,1,1,25,LOS ANGELES,25,11,70000,1,7:00,8:40,01:40,100,3,1,1,0,1,1,1,4,2,1,2,2,3,3,3,3,3,3,3,6,3,6,2,3,3,6,3,3,3,4,2,,,,,5,3,3,2,1,CA,94109,US,1,5,0,4,1,1
753,1447,2635,4,4,1,1,1,1,25,LOS ANGELES,23,11,93000,1,9:30,10:20,00:50,50,1,8,1,2,2,1,1,0,1,2,2,2,2,2,2,2,2,3,5,5,4,6,3,2,4,5,0,6,4,5,2,,,,,5,4,4,2,1,CA,94568,US,1,5,1,2,1,1
753,1448,2636,4,4,1,1,1,1,25,LOS ANGELES,23,11,90000,1,9:00,10:20,01:20,80,3,5,2,2,2,1,1,0,1,3,3,3,3,3,4,4,4,3,3,3,6,6,3,3,3,3,6,2,3,3,2,,,,,5,4,4,2,3,MD,,US,12,4,2,2,1,1
753,1449,2637,4,4,1,1,1,1,25,LOS ANGELES,23,11,71500,1,7:15,10:20,03:05,185,3,2,1,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,3,2,,,,,15,2,3,2,2,CA,96358,US,10,2,2,1,1,1
753,1450,2638,4,4,1,1,1,1,25,LOS ANGELES,23,11,90000,1,9:00,10:20,01:20,80,1,1,2,2,1,2,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,3,,,,3,3,0,2,1,CA,94920,US,6,6,1,4,1,1
753,1451,2639,4,4,1,1,1,1,25,LOS ANGELES,23,11,93000,1,9:30,10:20,00:50,50,3,2,0,1,1,2,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,,,,,6,5,5,1,1,CA,94015,US,2,2,1,1,1,1
753,1452,2640,4,4,1,1,1,1,25,LOS ANGELES,23,11,82000,1,8:20,10:20,02:00,120,2,5,1,2,2,1,1,2,2,6,3,4,5,4,5,6,6,6,6,5,6,6,5,4,6,5,6,6,6,3,2,,,,,5,5,5,1,3,MD,20619,US,12,2,2,1,1,1
753,1453,2641,4,4,1,1,1,1,25,LOS ANGELES,23,11,80000,1,8:00,10:20,02:20,140,1,9,1,2,1,2,2,2,2,5,3,4,4,4,4,4,4,6,6,6,6,5,5,5,5,5,5,5,5,5,2,,,,,6,5,4,2,3,NY,10028,US,12,3,1,2,1,1
753,1454,2642,4,4,1,1,1,1,25,LOS ANGELES,23,11,84500,1,8:45,10:20,01:35,95,3,8,1,0,0,2,2,3,2,4,4,4,3,3,3,3,3,4,4,3,6,6,4,4,6,5,6,4,2,4,2,,,,,5,4,4,3,3,MO,63126,US,11,2,1,3,1,1
753,1455,2643,4,4,1,1,1,1,25,LOS ANGELES,23,11,80000,1,8:00,10:20,02:20,140,1,3,1,1,1,2,2,3,2,3,3,2,4,4,4,2,2,3,3,4,6,3,3,3,3,3,4,2,2,5,2,,,,,11,3,0,2,4,CA,,US,10,4,1,3,1,1
753,1456,2644,4,4,1,1,1,1,25,LOS ANGELES,23,11,80000,1,8:00,10:20,02:20,140,1,5,2,2,2,2,2,5,2,3,4,4,4,4,4,3,3,5,6,4,6,6,4,2,6,2,6,4,2,5,2,,,,,5,5,5,2,3,MO,63368,US,11,5,1,4,1,1
753,1457,2645,4,4,1,1,1,1,25,LOS ANGELES,23,11,N,1,N,10:20,N,N,2,2,1,2,1,2,2,2,2,3,3,3,4,4,3,6,6,3,4,6,6,6,3,3,6,6,6,3,3,4,2,,,,,6,3,3,2,3,,,TAIWAN,16,3,2,0,1,3
753,1458,2646,4,4,1,1,1,1,25,LOS ANGELES,23,11,N,2,N,10:20,N,N,2,2,1,1,1,1,1,3,2,5,4,4,4,4,4,4,4,4,4,5,5,0,4,4,4,4,4,4,0,4,1,4,,,,6,4,4,2,1,CA,,US,90,3,2,1,1,3
754,1440,2647,4,2,1,1,2,1,25,SANTA ANA,21,11,N,3,N,11:50,N,N,8,3,2,2,2,1,2,2,1,6,6,6,4,4,5,6,6,6,6,6,6,6,3,4,6,6,6,3,4,4,2,,,,,11,4,6,1,4,CA,92102,US,10,3,1,1,1,1
754,1441,2648,4,2,1,1,2,1,25,SANTA ANA,21,11,95500,1,9:55,11:50,01:55,115,5,1,2,2,1,2,2,2,1,5,4,4,4,3,5,5,5,3,6,4,0,6,4,5,3,6,6,4,4,3,2,,,,,15,5,3,2,2,CA,96438,US,10,5,2,2,1,1
754,1442,2649,4,2,1,1,2,1,25,SANTA ANA,21,11,93000,1,9:30,11:50,02:20,140,6,2,1,1,1,1,1,3,2,3,4,4,5,5,5,4,5,5,5,5,6,6,4,4,4,4,6,4,4,5,2,,,,,6,5,5,2,1,CA,94404,US,2,7,2,2,1,1
754,1443,2650,4,2,1,1,2,1,25,SANTA ANA,21,11,83000,1,8:30,11:50,03:20,200,1,1,2,2,1,1,2,3,2,4,3,3,4,4,4,6,6,3,3,6,6,6,4,5,4,6,6,4,4,4,2,,,,,3,5,5,2,1,CA,94941,US,6,5,2,0,1,1
754,1444,2651,4,2,1,1,2,1,25,SANTA ANA,21,11,83000,1,8:30,11:50,03:20,200,5,1,2,2,2,1,2,2,2,4,3,3,3,4,3,3,3,2,3,0,0,0,4,4,5,0,0,0,4,4,2,,,,,3,4,4,2,1,CA,,US,90,5,1,0,1,1
754,1445,2652,4,2,1,1,2,1,25,SANTA ANA,21,11,95000,1,9:50,11:50,02:00,120,3,2,2,2,2,2,2,3,2,4,3,6,4,4,4,6,6,3,6,5,6,6,4,3,6,3,6,4,4,5,2,,,,,6,5,5,2,1,CA,94066,US,2,3,2,1,1,1
754,1446,2653,4,2,1,1,2,1,25,SANTA ANA,21,11,93000,1,9:30,11:50,02:20,140,2,1,1,2,1,2,2,2,2,6,3,6,5,4,4,3,2,3,3,6,6,6,3,3,6,6,6,3,3,4,1,4,3,5,,7,4,2,2,1,CA,95129,US,4,5,2,0,1,1
761,1494,2874,1,1,4,4,1,1,28,PUERTO VALLA,93,12,72000,1,7:20,9:18,01:58,118,2,2,2,1,2,0,0,1,1,6,6,2,4,4,4,6,6,3,6,6,6,6,3,4,6,6,6,6,6,3,2,,,,,28,5,5,2,2,CA,95669,US,10,2,1,3,1,1
761,1495,2875,1,1,4,4,1,1,28,PUERTO VALLA,93,12,72000,1,7:20,9:18,01:58,118,2,2,1,2,2,0,0,2,1,5,3,6,5,5,5,6,6,5,6,6,6,6,4,5,6,6,6,6,4,5,2,,,,,7,5,4,2,3,NV,89451,US,10,7,2,0,1,1
761,1496,2876,1,1,4,4,1,1,28,PUERTO VALLA,93,12,73000,1,7:30,9:18,01:48,108,2,3,1,2,2,0,0,1,1,6,6,4,4,5,4,6,6,6,6,6,6,6,4,4,6,6,6,6,5,4,2,,,,,11,5,6,2,4,WA,98664,US,10,7,2,2,1,1
761,1497,2877,1,1,4,4,1,1,28,PUERTO VALLA,93,12,74500,1,7:45,9:18,01:33,93,2,5,1,2,2,0,0,3,1,4,4,3,3,3,4,4,6,6,6,4,6,6,4,3,6,3,6,4,4,4,2,,,,,2,5,5,2,1,CA,94598,US,5,4,1,3,1,1
761,1498,2878,1,1,4,4,1,1,28,PUERTO VALLA,93,12,63000,1,6:30,9:18,02:48,168,2,2,1,2,2,0,0,1,1,5,5,5,5,5,5,6,6,5,6,6,6,6,5,5,6,6,6,5,5,5,2,,,,,6,5,5,2,1,CA,94403,US,2,5,2,2,1,1
761,1499,2879,1,1,4,4,1,1,28,PUERTO VALLA,93,12,73000,1,7:30,9:18,01:48,108,2,2,2,2,2,0,0,3,1,4,3,3,4,4,4,6,6,3,6,6,6,6,4,4,6,6,6,6,4,5,3,,,,,17,5,5,2,2,CA,95065,US,10,2,1,4,1,1
761,1500,2880,1,1,4,4,1,1,28,PUERTO VALLA,93,12,80000,1,8:00,9:18,01:18,78,2,3,2,1,1,0,0,1,2,6,6,6,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,5,3,2,,,,,11,5,6,2,4,OR,97229,US,10,5,2,2,1,1
761,1501,2881,1,1,4,4,1,1,28,PUERTO VALLA,93,12,80000,1,8:00,9:18,01:18,78,2,3,2,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,,,,,11,4,6,0,4,BC,,CANADA,13,3,2,2,1,1
761,1502,2882,1,1,4,4,1,1,28,PUERTO VALLA,93,12,81000,1,8:10,9:18,01:08,68,2,9,2,2,2,2,2,1,2,6,6,4,5,5,5,5,5,6,6,6,6,6,6,3,3,3,3,3,3,4,2,,,,,12,4,6,2,3,,,,99,0,0,0,1,1
761,1503,2883,1,1,4,4,1,1,28,PUERTO VALLA,93,12,73000,1,7:30,9:18,01:48,108,2,4,1,1,2,2,2,4,2,4,4,3,3,3,3,6,6,3,3,4,3,6,4,4,4,4,6,4,4,5,1,3,,,,5,5,3,2,1,CA,94107,US,1,4,2,0,1,1
761,1504,2884,1,1,4,4,1,1,28,PUERTO VALLA,93,12,80000,1,8:00,9:18,01:18,78,2,4,1,1,2,2,2,4,2,3,2,2,3,4,4,4,4,4,4,4,4,4,3,4,3,6,6,2,2,5,2,,,,,5,4,3,2,1,CA,,US,1,4,1,4,1,1
761,1505,2885,1,1,4,4,1,1,28,PUERTO VALLA,93,12,74000,1,7:40,9:18,01:38,98,2,3,2,1,1,2,2,1,2,6,3,3,2,4,4,6,6,6,6,6,6,6,3,5,6,6,6,3,4,3,2,,,,,11,3,6,1,4,CO,81654,US,10,2,2,1,1,1
761,1506,2886,1,1,4,4,1,1,28,PUERTO VALLA,93,12,73000,1,7:30,9:18,01:48,108,2,1,1,2,2,2,2,1,2,3,4,4,3,3,3,0,0,3,3,4,3,6,0,4,6,4,6,6,3,4,3,,,,,2,2,1,2,1,CA,94520,US,5,4,2,0,1,1
761,1507,2887,1,1,4,4,1,1,28,PUERTO VALLA,93,12,73000,1,7:30,9:18,01:48,108,2,2,1,1,1,2,2,3,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,6,6,6,5,4,2,,,,,5,4,4,0,1,CA,94110,US,1,4,2,2,1,1
761,1508,2888,1,1,4,4,1,1,28,PUERTO VALLA,93,12,80000,1,8:00,9:18,01:18,78,2,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,,,,5,5,5,2,1,CA,94595,US,5,6,2,2,1,1
761,1509,2889,1,1,4,4,1,1,28,PUERTO VALLA,93,12,73000,1,7:30,9:18,01:48,108,3,5,1,2,2,1,2,3,2,3,2,2,3,4,3,3,3,6,6,6,6,6,3,4,6,6,6,6,4,4,2,,,,,5,4,4,2,1,CA,,US,90,6,1,2,1,1
761,1510,2890,1,1,4,4,1,1,28,PUERTO VALLA,93,12,74500,1,7:45,9:18,01:33,93,2,4,1,1,1,2,2,2,2,3,3,4,3,4,4,4,4,5,5,4,4,4,4,5,5,5,5,5,5,5,2,,,,,5,4,4,1,1,CA,94107,US,1,4,1,4,1,1
761,1511,2891,1,1,4,4,1,1,28,PUERTO VALLA,93,12,70000,1,7:00,9:18,02:18,138,2,1,1,2,1,1,2,2,2,3,2,3,4,4,4,3,3,3,3,3,4,6,3,4,3,4,6,4,4,4,2,,,,,1,5,5,2,1,CA,94552,US,3,7,2,2,1,1
761,1512,2892,1,1,4,4,1,1,28,PUERTO VALLA,93,12,74000,1,7:40,9:18,01:38,98,2,2,1,1,2,2,2,2,2,6,4,2,5,5,5,6,6,4,4,6,3,6,4,5,6,6,6,6,5,5,2,,,,,1,5,5,2,1,CA,94550,US,3,4,2,4,1,1
761,1513,2893,1,1,4,4,1,1,28,PUERTO VALLA,93,12,74000,1,7:40,9:18,01:38,98,2,4,1,2,2,2,2,1,2,3,3,3,2,4,3,3,2,2,2,2,2,2,4,4,4,4,4,4,3,5,2,,,,,18,4,2,2,2,CA,95521,US,10,4,1,1,1,1
761,1514,2894,1,1,4,4,1,1,28,PUERTO VALLA,93,12,72300,1,7:23,9:18,01:55,115,2,4,1,1,1,2,2,3,2,6,3,3,3,3,3,6,6,3,6,3,6,6,3,5,5,5,5,5,5,5,2,,,,,5,5,5,2,1,CA,94110,US,1,3,2,2,1,1
761,1515,2895,1,1,4,4,1,1,28,PUERTO VALLA,93,12,73000,1,7:30,9:18,01:48,108,2,4,1,2,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,1,3,,,,6,5,5,2,1,CA,,US,2,3,2,4,1,1
761,1516,2896,1,1,4,4,1,1,28,PUERTO VALLA,93,12,70000,1,7:00,9:18,02:18,138,2,2,1,1,1,1,2,2,2,5,3,3,4,5,5,6,6,5,5,6,6,6,4,5,6,6,6,4,5,5,2,,,,,7,5,5,2,1,CA,,US,90,3,2,0,1,1
761,1517,2897,1,1,4,4,1,1,28,PUERTO VALLA,93,12,73000,1,7:30,9:18,01:48,108,2,5,1,2,1,2,2,4,2,4,2,2,3,4,4,6,6,6,6,6,6,6,4,5,6,6,6,3,4,5,2,,,,,1,5,5,2,1,CA,94566,US,3,7,1,0,1,1
761,1518,2898,1,1,4,4,1,1,28,PUERTO VALLA,93,12,81000,1,8:10,9:18,01:08,68,2,3,2,1,2,2,2,2,2,3,3,4,4,4,3,6,6,6,6,6,6,6,3,4,6,6,6,6,4,4,2,,,,,11,4,6,2,4,BC,,CANADA,13,4,1,0,1,1
762,4055,2859,1,1,1,3,1,1,28,FRESNO,76,12,83000,1,8:30,10:16,01:46,106,1,2,2,2,2,0,0,1,1,4,6,6,4,4,4,6,6,3,6,6,6,6,4,4,6,6,6,6,6,5,2,,,,,3,4,4,2,3,MO,64055,US,11,7,1,1,1,1
762,4056,2860,1,1,1,3,1,1,28,FRESNO,76,12,75000,1,7:50,10:16,02:26,146,3,3,2,2,2,0,0,1,1,5,6,6,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,5,5,2,,,,,11,5,6,2,4,OR,97420,US,10,1,2,0,1,1
762,4057,2861,1,1,1,3,1,1,28,FRESNO,76,12,60000,1,6:00,10:16,04:16,256,3,2,1,2,2,0,0,1,1,5,6,6,6,6,6,6,6,6,6,6,6,6,5,4,6,6,6,6,5,1,2,,,,,12,5,6,2,3,ID,83704,US,10,7,2,1,1,1
762,4058,2862,1,1,1,3,1,1,28,FRESNO,76,12,90000,1,9:00,10:16,01:16,76,3,3,1,1,2,0,0,1,1,5,6,4,4,5,5,5,6,6,6,6,6,6,5,5,6,6,6,6,5,5,2,,,,,11,4,6,2,4,MD,20724,US,12,2,2,2,1,1
762,4059,2863,1,1,1,3,1,1,28,FRESNO,76,12,84500,1,8:45,10:16,01:31,91,2,3,2,2,1,0,0,1,1,6,5,6,5,6,5,6,6,6,6,6,6,6,4,5,6,6,6,4,4,5,2,,,,,11,5,6,2,4,KS,66203,US,11,3,2,2,1,1
762,4060,2864,1,1,1,3,1,1,28,FRESNO,76,12,90000,1,9:00,10:16,01:16,76,1,3,2,1,1,0,0,1,1,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,5,5,5,2,,,,,11,5,6,2,4,MD,20619,US,12,3,2,2,1,1
762,4061,2865,1,1,1,3,1,1,28,FRESNO,76,12,N,3,N,10:16,N,N,1,3,2,1,2,2,2,3,2,3,4,3,3,4,4,6,6,3,3,6,6,6,4,4,6,6,6,4,4,4,2,,,,,11,4,6,2,4,CA,93730,US,10,4,2,0,1,1
762,4062,2866,1,1,1,3,1,1,28,FRESNO,76,12,93000,1,9:30,10:16,00:46,46,2,3,0,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,0,0,0,4,MD,21014,US,12,6,2,2,1,1
762,4063,2867,1,1,1,3,1,1,28,FRESNO,76,12,80000,1,8:00,10:16,02:16,136,8,3,0,1,1,1,1,1,2,3,4,5,5,5,5,6,6,0,0,0,0,0,5,5,6,6,6,5,5,5,2,,,,,11,5,6,2,4,CA,92086,US,10,6,2,2,1,1
763,4222,2868,1,1,1,3,2,1,28,NORTH BEND,87,12,80000,1,8:00,11:18,03:18,198,3,3,2,2,1,0,0,2,1,5,3,6,4,5,5,6,6,6,6,6,6,6,5,4,6,6,6,5,4,5,2,,,,,11,5,6,1,4,OR,97423,US,10,6,2,0,1,1
763,4223,2869,1,1,1,3,2,1,28,NORTH BEND,87,12,83000,1,8:30,11:18,02:48,168,3,3,2,1,2,0,0,2,1,5,6,6,4,4,5,6,6,6,6,6,6,6,4,5,6,6,6,6,3,4,2,,,,,11,5,6,2,4,NM,87035,US,10,5,2,2,1,1
763,4224,2870,1,1,1,3,2,1,28,NORTH BEND,87,12,94000,1,9:40,11:18,01:38,98,1,3,1,2,1,0,0,1,1,5,4,6,5,5,5,5,6,6,6,6,6,6,5,5,6,6,6,4,4,5,2,,,,,11,5,6,2,4,OR,97411,US,10,3,2,2,1,1
763,4225,2871,1,1,1,3,2,1,28,NORTH BEND,87,12,91500,1,9:15,11:18,02:03,123,3,3,2,1,2,0,0,3,1,5,5,5,5,5,5,6,6,6,6,6,6,6,5,4,6,6,6,5,5,5,2,,,,,11,5,6,2,4,CA,92610,US,10,4,2,2,1,1
763,4226,2872,1,1,1,3,2,1,28,NORTH BEND,87,12,64500,1,6:45,11:18,04:33,273,1,3,2,2,1,2,0,1,1,5,3,6,3,6,3,6,4,6,6,6,6,6,4,3,6,6,6,4,5,5,2,,,,,11,5,6,2,4,CA,93271,US,10,6,2,2,1,1
763,4227,2873,1,1,1,3,2,1,28,NORTH BEND,87,12,100000,1,10:00,11:18,01:18,78,2,3,2,2,1,0,0,1,1,4,4,4,4,4,4,6,6,6,6,6,6,6,4,3,6,6,6,4,4,5,2,,,,,11,5,6,2,4,TX,77077,US,11,5,1,4,1,1
764,801,937,1,2,3,3,2,1,11,CLEVELAND,88,12,83000,1,8:30,12:20,03:50,230,2,3,2,2,1,0,0,2,1,4,5,6,5,5,5,6,6,6,6,6,6,6,5,4,6,6,6,5,5,4,2,,,,,11,5,6,2,4,WA,99338,US,10,1,1,0,1,1
764,802,938,1,2,3,3,2,1,11,CLEVELAND,88,12,80000,1,8:00,12:20,04:20,260,1,3,1,2,1,0,0,2,1,4,4,4,3,4,3,6,4,6,6,6,6,6,3,4,6,6,6,4,4,4,1,5,4,,,11,2,2,2,4,OH,44060,US,11,5,1,3,1,1
764,803,939,1,2,3,3,2,1,11,CLEVELAND,88,12,102000,1,10:20,12:20,02:00,120,3,5,1,2,1,0,0,1,1,4,4,4,5,4,4,6,6,6,6,6,6,6,4,4,6,6,6,4,4,5,2,,,,,5,5,5,2,3,OH,44044,US,11,7,2,4,1,1
764,804,940,1,2,3,3,2,1,11,CLEVELAND,88,12,100000,1,10:00,12:20,02:20,140,1,4,1,1,1,0,0,1,1,6,5,5,5,5,6,6,6,6,6,6,6,6,5,5,6,6,6,4,4,5,2,,,,,5,5,3,2,3,OH,44136,US,11,4,2,4,1,1
764,805,941,1,2,3,3,2,1,11,CLEVELAND,88,12,101400,1,10:14,12:20,02:06,126,1,3,2,1,1,0,0,3,1,3,4,3,3,3,4,6,6,6,6,6,6,6,4,4,6,6,6,4,4,5,2,,,,,11,5,6,2,4,OH,44612,US,11,5,1,0,1,1
764,806,942,1,2,3,3,2,1,11,CLEVELAND,88,12,101500,1,10:15,12:20,02:05,125,1,2,1,2,1,0,0,1,1,4,4,6,3,4,2,6,6,6,6,6,6,6,3,3,6,6,6,4,4,3,2,,,,,5,3,3,2,3,OH,44035,US,11,5,1,2,1,1
764,807,943,1,2,3,3,2,1,11,CLEVELAND,88,12,93000,1,9:30,12:20,02:50,170,8,2,1,2,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,,,,,9,4,4,2,3,OH,44241,US,11,5,2,1,1,1
764,808,944,1,2,3,3,2,1,11,CLEVELAND,88,12,110000,1,11:00,12:20,01:20,80,1,2,2,2,2,2,2,3,2,6,3,6,3,4,3,6,6,2,6,3,6,2,3,3,6,3,3,3,3,3,2,,,,,5,4,3,2,3,OH,44120,US,11,6,1,0,1,1
764,809,945,1,2,3,3,2,1,11,CLEVELAND,88,12,93000,1,9:30,12:20,02:50,170,2,9,1,0,0,2,2,1,2,0,0,0,4,4,4,4,4,5,0,0,0,4,4,4,4,4,4,0,4,5,2,,,,,6,5,5,2,3,OH,44321,US,11,7,2,1,1,1
764,810,946,1,2,3,3,2,1,11,CLEVELAND,88,12,110000,1,11:00,12:20,01:20,80,1,4,2,2,2,2,2,1,2,0,0,0,4,0,4,6,6,6,6,6,6,6,0,0,6,6,6,6,6,3,2,,,,,5,3,3,2,3,DC,,US,12,6,0,4,1,1
764,811,947,1,2,3,3,2,1,11,CLEVELAND,88,12,103000,1,10:30,12:20,01:50,110,1,3,0,1,0,1,0,3,2,4,4,3,4,4,4,4,4,6,6,6,6,6,4,4,4,4,4,4,4,5,2,,,,,11,5,0,2,4,OH,44135,US,11,6,1,3,1,1
764,812,948,1,2,3,3,2,1,11,CLEVELAND,88,12,103000,1,10:30,12:20,01:50,110,2,2,1,1,0,1,1,2,2,6,6,5,5,5,5,6,6,5,6,6,6,6,4,5,6,6,6,6,5,4,2,,,,,8,5,0,1,1,CA,94591,US,8,7,2,2,1,1
764,813,949,1,2,3,3,2,1,11,CLEVELAND,88,12,N,3,N,12:20,N,N,8,11,0,0,0,2,1,1,2,4,6,6,0,3,3,4,3,1,6,2,6,1,3,3,6,4,1,6,3,3,2,,,,,5,3,2,2,3,OH,44333,US,11,7,1,0,1,1
764,814,950,1,2,3,3,2,1,11,CLEVELAND,88,12,103000,1,10:30,12:20,01:50,110,2,2,2,1,1,2,2,1,2,4,4,5,5,5,5,5,5,5,6,6,6,6,5,5,6,6,6,5,5,5,2,,,,,5,5,5,2,3,OH,44070,US,11,6,2,2,1,1
