RUNID,RESPNUM,CCGID,LATECODE,DESTMARK,DESTGEO,TERM,STRATA,ATYPE,AIRLINE,DEST,GATE,INTDATE,Q1,Q1A,Q1MIL,DEPTIME,PASSTIME,PASSMIN,Q2_1,Q3_1,Q4A,Q4B,Q4C,Q5,Q6,Q7,SAQ,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8G,Q8H,Q8I,Q8J,Q8K,Q8L,Q8M,Q8N,Q10A,Q10B,Q10C,Q10D,Q10E,Q10F,Q11,Q12,Q13,Q13A1,Q13A2,Q13A3,Q14,Q15A,Q15B,Q16,Q17,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q19,Q20,Q21,MAIL,LANG
1,440,1,2,4,1,1,1,1,25,LAS VEGAS,25,2,85600,1,8:56,10:25,01:29,89,2,1,2,1,1,2,2,2,1,4,4,4,4,4,5,6,6,4,5,6,5,6,4,4,4,6,6,4,4,5,2,,,,,5,5,5,2,1,CA,94115,US,1,5,1,3,1,1
1,441,2,2,4,1,1,1,1,25,LAS VEGAS,25,2,84500,1,8:45,10:25,01:40,100,3,5,2,2,1,2,2,1,1,6,4,6,4,5,3,4,2,5,3,5,6,6,4,5,6,5,6,5,5,2,2,,,,,6,4,5,2,1,CA,94402,US,2,2,1,1,1,1
1,442,3,2,4,1,1,1,1,25,LAS VEGAS,25,2,81500,1,8:15,10:25,02:10,130,2,2,3,2,2,1,1,1,1,6,6,3,4,3,6,6,3,2,6,6,6,6,3,3,6,6,6,6,6,4,2,,,,,7,5,5,2,3,ID,83860,US,10,7,2,0,1,1
1,443,4,2,4,1,1,1,1,25,LAS VEGAS,25,2,80000,1,8:00,10:25,02:25,145,1,4,1,2,1,2,2,1,1,5,4,4,4,6,6,6,6,5,6,6,6,6,5,5,5,6,6,5,6,5,2,,,,,5,5,4,2,3,WA,98520,US,10,2,2,1,1,1
1,444,5,2,4,1,1,1,1,25,LAS VEGAS,25,2,83000,1,8:30,10:25,01:55,115,2,2,1,1,1,2,2,3,2,5,3,3,4,4,4,6,6,4,4,4,4,4,4,5,6,4,4,4,4,5,1,4,,,,6,5,5,2,1,CA,94062,US,2,5,2,0,1,1
1,445,6,2,4,1,1,1,1,25,LAS VEGAS,25,2,92000,1,9:20,10:25,01:05,65,3,2,1,2,2,2,2,2,2,3,4,4,4,3,4,4,4,3,3,2,6,2,3,2,6,3,0,3,3,4,2,,,,,6,4,1,1,3,TX,77098,US,11,6,2,3,1,1
1,446,7,2,4,1,1,1,1,25,LAS VEGAS,25,2,90000,1,9:00,10:25,01:25,85,3,6,1,2,1,2,2,2,2,3,3,4,5,0,5,4,4,0,0,6,6,6,4,4,6,6,6,4,5,5,2,,,,,5,5,5,2,3,,,AUSTRALIA,19,4,1,2,1,1
1,447,8,2,4,1,1,1,1,25,LAS VEGAS,25,2,92500,1,9:25,10:25,01:00,60,3,2,1,0,0,2,2,2,2,6,6,5,5,5,6,6,6,5,6,6,6,6,5,5,6,6,6,6,5,5,2,,,,,5,5,5,2,1,CA,94134,US,1,5,1,2,1,1
2,646,9,3,4,1,1,2,1,25,PHOENIX,23,2,90000,1,9:00,11:25,02:25,145,2,6,1,2,2,2,2,1,1,6,5,5,5,6,5,6,5,6,6,6,6,6,5,5,6,6,6,6,6,5,2,,,,,5,5,5,2,3,AR,72022,US,11,5,2,2,1,1
2,647,10,3,4,1,1,2,1,25,PHOENIX,23,2,70000,1,7:00,11:25,04:25,265,3,3,1,1,1,2,2,2,1,4,3,3,5,5,5,6,5,6,6,6,6,6,4,3,6,5,6,3,3,5,1,5,4,8,,11,5,5,2,4,PA,15232,US,12,2,2,1,1,1
2,648,11,3,4,1,1,2,1,25,PHOENIX,23,2,100000,1,10:00,11:25,01:25,85,2,2,1,1,1,2,2,3,1,6,5,5,5,5,5,5,5,5,5,6,6,6,5,4,6,6,6,5,4,5,2,,,,,6,5,5,2,3,TX,77584,US,11,6,2,3,1,1
2,649,12,3,4,1,1,2,1,25,PHOENIX,23,2,91500,1,9:15,11:25,02:10,130,3,6,1,2,1,1,2,5,1,2,4,3,4,4,4,2,4,2,3,5,3,5,4,3,4,4,5,3,4,5,1,3,6,4,,5,4,4,2,3,IN,46236,US,11,3,1,2,1,1
2,650,13,3,4,1,1,2,1,25,PHOENIX,23,2,90000,1,9:00,11:25,02:25,145,2,4,2,2,1,1,2,1,1,6,3,3,5,6,4,6,6,4,6,6,6,6,4,3,6,6,6,3,3,4,2,,,,,5,5,5,1,3,NH,3038,US,12,5,1,2,1,1
2,651,14,3,4,1,1,2,1,25,PHOENIX,23,2,100000,1,10:00,11:25,01:25,85,2,9,1,1,2,2,1,2,1,6,3,3,3,3,3,3,4,2,2,3,6,1,4,4,4,4,1,4,3,4,2,,,,,9,3,3,2,1,CA,95403,US,7,6,2,0,1,1
2,652,15,3,4,1,1,2,1,25,PHOENIX,23,2,83900,1,8:39,11:25,02:46,166,1,9,1,1,1,2,2,1,1,1,3,3,4,3,4,6,6,4,6,3,6,3,3,4,6,4,4,3,4,5,2,,,,,7,5,5,2,3,NY,,US,12,4,1,3,1,1
2,653,16,3,4,1,1,2,1,25,PHOENIX,23,2,90000,1,9:00,11:25,02:25,145,3,5,2,2,2,1,2,2,1,6,5,4,4,4,4,6,6,2,6,1,6,6,4,5,6,5,6,5,5,4,2,,,,,5,4,5,2,1,CA,94013,US,1,4,2,1,1,1
2,654,17,3,4,1,1,2,1,25,PHOENIX,23,2,102000,1,10:20,11:25,01:05,65,2,2,1,1,2,2,2,1,1,4,6,6,5,5,5,6,6,6,6,4,6,6,5,5,6,6,6,6,4,5,2,,,,,1,5,4,2,1,CA,94609,US,3,3,2,1,1,1
3,1223,18,3,4,1,1,2,1,29,LAS VEGAS,28,2,104500,1,10:45,12:25,01:40,100,2,6,2,2,1,2,2,2,1,6,6,3,2,6,2,6,4,6,6,3,6,6,3,3,6,4,6,6,3,4,2,,,,,5,2,0,1,3,NV,89109,US,10,6,1,1,1,1
3,1224,19,3,4,1,1,2,1,29,LAS VEGAS,28,2,111500,1,11:15,12:25,01:10,70,1,2,1,1,2,2,2,2,1,6,6,3,5,6,5,6,4,4,6,6,6,6,4,3,6,6,6,6,3,5,2,,,,,9,4,4,2,3,DC,20009,US,12,3,2,4,1,1
7,631,20,1,3,2,3,2,1,11,NEWARK,89,2,94000,1,9:40,11:05,01:25,85,3,8,2,2,2,2,2,1,1,5,6,6,4,5,5,5,0,6,6,6,6,6,4,4,6,6,6,6,4,5,2,,,,,9,5,1,2,3,NJ,7016,US,12,5,1,2,1,1
7,632,21,1,3,2,3,2,1,11,NEWARK,89,2,64500,1,6:45,11:05,04:20,260,3,4,1,2,1,1,0,4,1,5,5,5,5,5,5,3,3,4,6,6,6,6,5,4,6,6,6,4,4,5,2,,,,,5,5,4,2,1,CA,94110,US,1,5,2,0,1,1
7,633,22,1,3,2,3,2,1,11,NEWARK,89,2,90000,1,9:00,11:05,02:05,125,3,6,1,2,1,1,0,2,1,5,5,3,5,5,5,0,0,6,6,6,6,6,4,4,6,6,6,4,4,5,2,,,,,1,5,5,2,3,CT,6801,US,12,7,2,0,1,1
7,634,23,1,3,2,3,2,1,11,NEWARK,89,2,90000,1,9:00,11:05,02:05,125,1,9,2,2,2,2,2,1,1,5,6,6,5,4,4,6,6,3,6,5,6,0,4,4,6,4,4,6,4,4,2,,,,,24,5,4,2,3,VT,5401,US,12,5,1,2,1,1
7,635,24,1,3,2,3,2,1,11,NEWARK,89,2,91500,1,9:15,11:05,01:50,110,1,9,2,2,1,2,1,3,1,6,4,6,4,4,4,6,6,6,6,6,6,6,4,4,6,5,5,4,4,5,2,,,,,6,5,5,2,3,NJ,8829,US,12,6,1,4,1,1
7,636,25,1,3,2,3,2,1,11,NEWARK,89,2,84500,1,8:45,11:05,02:20,140,3,7,2,2,2,2,2,1,1,5,6,6,4,5,5,6,6,5,6,6,6,6,4,5,6,6,6,6,4,5,2,,,,,9,5,2,2,1,CA,95476,US,7,7,1,2,1,1
7,637,26,1,3,2,3,2,1,11,NEWARK,89,2,84000,1,8:40,11:05,02:25,145,2,2,1,0,0,1,2,1,2,4,4,3,3,4,4,6,6,6,6,6,6,6,4,4,6,6,6,5,5,5,2,,,,,7,4,4,2,1,CA,,US,4,6,2,2,1,1
7,638,27,1,3,2,3,2,1,11,NEWARK,89,2,83000,1,8:30,11:05,02:35,155,2,2,1,2,1,1,2,1,2,4,4,4,5,5,5,6,6,3,6,6,6,6,4,4,6,6,6,4,4,5,2,,,,,24,5,5,2,2,CA,93908,US,10,6,2,0,1,1
7,639,28,1,3,2,3,2,1,11,NEWARK,89,2,90000,1,9:00,11:05,02:05,125,3,2,2,1,1,1,2,1,2,4,4,4,4,4,4,6,4,4,6,6,6,6,4,5,6,6,6,4,4,4,2,,,,,12,5,3,2,3,NJ,7481,US,12,6,2,3,1,1
7,640,29,1,3,2,3,2,1,11,NEWARK,89,2,93000,1,9:30,11:05,01:35,95,1,5,0,0,1,2,2,3,2,4,4,4,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,,,,,2,2,3,2,1,CA,94549,US,5,4,2,4,1,1
7,641,30,1,3,2,3,2,1,11,NEWARK,89,2,90000,1,9:00,11:05,02:05,125,2,2,2,2,1,2,2,3,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,,,,,5,0,0,0,1,CA,,US,90,0,0,0,1,1
7,642,31,1,3,2,3,2,1,11,NEWARK,89,2,93000,1,9:30,11:05,01:35,95,3,9,1,1,1,2,2,2,2,5,3,3,4,4,4,6,0,4,4,5,0,4,4,5,0,5,5,4,4,5,3,,,,,5,3,3,2,3,FL,34233,US,12,7,2,0,1,1
7,643,32,1,3,2,3,2,1,11,NEWARK,89,2,93000,1,9:30,11:05,01:35,95,1,2,1,1,1,2,2,3,2,4,5,5,5,5,5,4,4,4,6,6,6,6,3,5,6,6,6,4,4,4,2,,,,,7,5,1,1,1,CA,95008,US,4,4,2,3,1,1
7,644,33,1,3,2,3,2,1,11,NEWARK,89,2,90000,1,9:00,11:05,02:05,125,3,2,1,2,2,2,2,1,2,6,6,6,6,6,6,6,6,2,2,0,0,0,3,4,4,4,0,0,4,3,0,,,,,5,3,0,0,1,CA,94114,US,1,7,2,0,1,1
7,645,34,1,3,2,3,2,1,11,NEWARK,89,2,95000,1,9:50,11:05,01:15,75,2,2,1,2,2,2,2,3,2,4,3,3,3,3,3,3,3,4,4,4,3,6,4,3,6,6,6,6,3,5,1,4,,,,23,5,4,2,2,CA,95694,US,10,4,2,3,1,1
8,610,35,1,4,3,3,2,1,11,HOUSTON,88,2,71500,1,7:15,12:10,04:55,295,3,3,2,2,2,2,2,2,1,5,6,6,2,5,5,5,5,6,6,6,6,6,0,5,6,6,6,6,5,5,2,,,,,11,5,6,2,4,OR,97501,US,10,7,1,3,1,1
8,611,36,1,4,3,3,2,1,11,HOUSTON,88,2,93000,1,9:30,12:10,02:40,160,2,9,1,1,2,0,2,1,1,5,4,4,5,5,5,5,5,5,6,5,6,5,5,4,6,5,5,4,5,5,2,,,,,6,5,5,1,3,TX,77478,US,11,6,1,2,1,1
8,612,37,1,4,3,3,2,1,11,HOUSTON,88,2,111000,1,11:10,12:10,01:00,60,1,3,2,2,2,2,2,2,1,3,6,6,2,5,5,6,6,6,6,6,6,6,3,4,6,6,6,6,4,4,2,,,,,11,3,6,2,4,OR,97788,US,10,5,1,4,1,1
8,613,38,1,4,3,3,2,1,11,HOUSTON,88,2,93000,1,9:30,12:10,02:40,160,3,8,2,1,2,2,2,1,1,4,6,4,4,4,3,6,6,6,6,6,6,6,4,4,6,6,6,6,4,5,2,,,,,9,5,5,2,1,CA,94954,US,7,6,1,2,1,1
8,614,39,1,4,3,3,2,1,11,HOUSTON,88,2,90000,1,9:00,12:10,03:10,190,2,3,1,1,2,2,2,3,1,4,6,4,5,5,5,5,5,6,6,6,6,6,5,5,6,6,6,4,5,5,2,,,,,11,5,5,1,4,MS,39047,US,11,4,2,2,1,1
8,615,40,1,4,3,3,2,1,11,HOUSTON,88,2,100000,1,10:00,12:10,02:10,130,2,8,1,2,1,2,2,1,1,5,6,6,5,5,6,6,6,6,6,6,6,6,5,3,6,6,6,6,5,4,2,,,,,3,5,3,2,1,CA,94938,US,6,7,0,0,1,1
8,616,41,1,4,3,3,2,1,11,HOUSTON,88,2,103000,1,10:30,12:10,01:40,100,1,1,2,2,1,2,2,4,2,5,4,4,5,4,4,4,4,4,6,3,3,4,4,4,6,4,4,4,3,4,2,,,,,1,5,5,2,1,CA,94568,US,3,5,1,3,1,1
8,617,42,1,4,3,3,2,1,11,HOUSTON,88,2,93000,1,9:30,12:10,02:40,160,2,9,1,0,1,1,2,1,2,6,3,3,3,4,4,2,6,0,0,0,4,5,3,4,6,5,4,4,4,5,3,,,,,5,3,5,2,3,,,BRAZIL,14,5,2,1,1,1
8,618,43,1,4,3,3,2,1,11,HOUSTON,88,2,100000,1,10:00,12:10,02:10,130,2,2,2,1,2,2,2,2,2,4,4,4,4,4,4,4,4,6,6,6,6,6,5,5,5,6,6,6,5,5,2,,,,,12,5,5,2,3,AL,36277,US,11,6,2,1,1,1
8,619,44,1,4,3,3,2,1,11,HOUSTON,88,2,100000,1,10:00,12:10,02:10,130,1,2,1,2,1,2,2,4,2,3,3,3,4,4,4,3,3,4,3,4,6,4,4,3,6,3,3,3,3,4,1,3,,,,2,4,4,2,1,CA,94568,US,3,3,2,3,1,1
8,620,45,1,4,3,3,2,1,11,HOUSTON,88,2,103800,1,10:38,12:10,01:32,92,1,11,2,1,2,2,1,4,2,3,6,3,4,4,4,3,3,3,6,3,4,6,4,3,6,3,6,6,3,3,2,,,,,5,5,3,2,1,CA,,US,1,5,1,2,1,1
8,621,46,1,4,3,3,2,1,11,HOUSTON,88,2,100000,1,10:00,12:10,02:10,130,3,1,1,0,0,2,2,1,2,6,6,6,4,4,4,6,6,0,1,0,0,0,0,4,3,6,6,0,4,3,1,4,,,,6,3,0,2,2,,,,10,5,2,1,1,1
8,622,47,1,4,3,3,2,1,11,HOUSTON,88,2,103000,1,10:30,12:10,01:40,100,2,2,1,1,1,1,2,2,2,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5,6,6,6,5,5,5,1,5,,,,5,5,5,2,3,IA,50265,US,11,5,0,3,1,1
8,623,48,1,4,3,3,2,1,11,HOUSTON,88,2,101500,1,10:15,12:10,01:55,115,6,1,1,1,0,2,2,1,2,4,3,3,4,3,3,3,3,3,3,0,0,0,4,4,4,0,0,4,4,5,2,,,,,5,3,3,1,3,TN,37849,US,11,6,2,1,1,1
8,624,49,1,4,3,3,2,1,11,HOUSTON,88,2,70000,1,7:00,12:10,05:10,310,1,4,1,1,1,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,0,0,0,0,5,4,2,,,,,12,4,3,1,3,NUEVA LEON,,MEXICO,13,5,1,2,1,1
8,625,50,1,4,3,3,2,1,11,HOUSTON,88,2,104500,1,10:45,12:10,01:25,85,2,2,1,0,1,2,2,1,2,4,3,3,3,5,3,3,3,3,3,3,6,6,4,4,6,6,6,4,4,0,2,,,,,5,2,0,1,3,TX,,US,11,2,2,0,1,1
8,626,51,1,4,3,3,2,1,11,HOUSTON,88,2,103000,1,10:30,12:10,01:40,100,3,9,1,1,1,1,2,1,2,5,3,3,4,5,5,6,6,5,6,5,6,5,5,5,6,5,3,6,6,5,2,,,,,3,5,3,2,3,FL,33921,US,12,6,2,0,1,1
8,627,52,1,4,3,3,2,1,11,HOUSTON,88,2,110000,2,11:00,12:10,01:10,70,2,9,1,1,2,2,2,1,2,3,3,3,3,3,3,3,3,4,3,3,2,2,3,3,3,3,3,3,3,5,2,,,,,3,3,3,1,3,NJ,8742,US,12,6,1,4,1,1
8,628,53,1,4,3,3,2,1,11,HOUSTON,88,2,110000,1,11:00,12:10,01:10,70,2,5,1,0,0,2,2,3,2,4,3,3,4,4,4,6,6,4,3,4,3,3,4,3,3,4,3,4,4,4,2,,,,,2,4,3,1,1,CA,94519,US,5,6,2,4,1,1
8,629,54,1,4,3,3,2,1,11,HOUSTON,88,2,83000,1,8:30,12:10,03:40,220,6,3,0,2,2,1,0,3,2,4,4,4,3,3,4,3,3,4,6,6,6,3,4,5,6,6,3,4,4,5,2,,,,,11,4,6,2,4,AZ,85382,US,10,6,2,4,1,1
8,630,55,1,4,3,3,2,1,11,HOUSTON,88,2,104500,1,10:45,12:10,01:25,85,5,1,2,2,2,2,2,3,2,4,4,3,4,4,4,3,4,3,4,6,6,6,4,3,4,6,6,3,3,5,2,,,,,5,5,1,1,1,CA,94114,US,1,7,1,4,1,1
9,2163,56,1,2,4,3,2,1,28,VANCOUVER,70,2,93000,1,9:30,13:08,03:38,218,3,3,2,1,1,0,0,3,1,5,4,5,4,5,3,6,6,6,6,6,6,6,4,5,6,6,6,5,5,4,2,,,,,11,3,5,2,4,BC,,CANADA,13,3,2,2,1,1
9,2164,57,1,2,4,3,2,1,28,VANCOUVER,70,2,110000,1,11:00,13:08,02:08,128,3,3,1,2,2,0,0,1,1,4,6,6,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,6,5,2,,,,,11,5,5,2,4,BC,,CANADA,13,3,1,1,1,1
9,2165,58,1,2,4,3,2,1,28,VANCOUVER,70,2,113000,1,11:30,13:08,01:38,98,2,3,1,2,2,0,0,1,1,3,6,6,3,5,5,5,5,6,6,6,6,6,3,4,6,6,6,6,6,4,2,,,,,11,3,3,2,4,BC,,CANADA,13,3,1,1,1,1
9,2166,59,1,2,4,3,2,1,28,VANCOUVER,70,2,115000,1,11:50,13:08,01:18,78,2,3,1,2,2,2,2,1,2,3,3,3,2,4,4,3,3,6,6,6,6,6,3,4,6,6,6,4,4,5,2,,,,,11,2,4,1,4,,,AUSTRALIA,19,2,1,1,1,1
9,2167,60,1,2,4,3,2,1,28,VANCOUVER,70,2,N,3,N,13:08,N,N,1,3,0,2,0,2,2,1,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,2,,,,,11,4,0,2,4,,,SRI LANKA,16,5,2,0,1,1
9,2168,61,1,2,4,3,2,1,28,VANCOUVER,70,2,120000,2,12:00,13:08,01:08,68,1,3,2,1,2,2,2,1,2,4,3,3,3,4,4,6,6,6,6,6,6,6,4,4,6,6,6,6,3,5,2,,,,,11,3,6,2,4,,,SRI LANKA,16,5,1,1,1,1
9,2169,62,1,2,4,3,2,1,28,VANCOUVER,70,2,110000,1,11:00,13:08,02:08,128,3,3,1,2,2,2,2,1,2,2,2,2,1,3,1,4,4,6,6,6,6,6,3,5,6,6,6,6,5,5,2,,,,,11,2,1,1,4,BC,,CANADA,13,4,2,1,1,1
9,2170,63,1,2,4,3,2,1,28,VANCOUVER,70,2,111000,1,11:10,13:08,01:58,118,1,1,2,1,1,2,2,1,2,4,3,4,3,3,3,6,6,3,3,6,3,6,3,3,3,6,6,4,3,3,2,,,,,7,3,2,1,1,CA,94087,US,4,5,2,1,1,1
9,2171,64,1,2,4,3,2,1,28,VANCOUVER,70,2,104000,1,10:40,13:08,02:28,148,2,3,1,1,2,2,2,2,2,2,6,6,3,4,4,6,6,6,6,6,6,6,4,3,6,6,6,6,6,4,2,,,,,11,3,2,1,4,BC,,CANADA,13,6,1,0,1,1
9,2172,65,1,2,4,3,2,1,28,VANCOUVER,70,2,N,1,N,13:08,N,N,2,3,1,2,2,2,2,1,2,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5,0,0,0,0,5,0,2,,,,,11,5,5,2,4,,,,99,0,0,0,1,3
11,569,66,1,1,1,3,2,1,28,CRESCENT CIT,78,2,10000,2,13:00,15:23,02:23,143,3,3,2,2,2,0,0,1,1,5,6,6,5,5,5,5,5,6,6,6,6,6,5,5,6,6,6,6,5,5,1,5,,,,11,5,3,0,4,NV,89074,US,10,7,0,1,1,1
11,570,67,1,1,1,3,2,1,28,CRESCENT CIT,78,2,10000,2,13:00,15:23,02:23,143,2,3,2,2,1,0,0,2,1,3,3,4,5,5,5,6,6,6,6,6,6,6,4,3,6,6,6,5,6,5,2,,,,,11,5,6,2,4,OR,97444,US,10,7,2,2,1,1
11,571,68,1,1,1,3,2,1,28,CRESCENT CIT,78,2,21500,2,14:15,15:23,01:08,68,3,3,2,2,1,2,2,2,1,3,5,1,4,4,4,6,6,6,6,6,6,6,3,3,6,6,6,4,3,5,2,,,,,11,5,6,2,4,CA,95531,US,10,6,1,2,1,1
11,572,69,1,1,1,3,2,1,28,CRESCENT CIT,78,2,123000,2,12:30,15:23,02:53,173,2,3,2,2,1,2,2,2,1,4,4,4,5,5,2,6,6,6,6,6,6,6,5,4,6,6,6,5,5,5,2,,,,,11,5,5,2,4,CA,95531,US,10,5,2,2,1,1
11,573,70,1,1,1,3,2,1,28,CRESCENT CIT,78,2,10000,2,13:00,15:23,02:23,143,3,3,2,1,1,2,2,2,1,3,4,4,4,4,4,6,6,6,6,6,6,6,3,3,6,6,6,3,3,4,2,,,,,11,5,5,2,4,CA,95531,US,10,6,2,0,1,1
11,574,71,1,1,1,3,2,1,28,CRESCENT CIT,78,2,10500,2,13:05,15:23,02:18,138,3,3,2,1,1,2,2,4,2,3,4,3,3,3,3,6,3,3,6,3,6,3,3,3,6,6,3,4,4,4,2,,,,,11,4,6,2,4,CA,95531,US,10,5,1,4,1,1
11,575,72,1,1,1,3,2,1,28,CRESCENT CIT,78,2,10500,2,13:05,15:23,02:18,138,3,3,0,2,2,2,2,3,2,4,4,3,3,3,3,6,6,6,6,6,6,6,3,4,6,6,6,4,4,4,2,,,,,11,6,6,2,4,CA,95531,US,10,5,2,4,1,1
11,576,73,1,1,1,3,2,1,28,CRESCENT CIT,78,2,30000,2,15:00,15:23,00:23,23,3,3,2,2,1,2,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,5,2,,,,,11,5,5,2,4,MN,56187,US,11,3,2,1,1,1
11,577,74,1,1,1,3,2,1,28,CRESCENT CIT,78,2,20000,2,14:00,15:23,01:23,83,2,3,0,0,1,2,2,1,2,5,4,4,4,4,5,4,4,4,6,6,6,6,4,3,0,0,0,5,5,5,2,,,,,11,5,6,2,4,CO,81401,US,10,2,2,1,1,1
11,578,75,1,1,1,3,2,1,28,CRESCENT CIT,78,2,14000,2,13:40,15:23,01:43,103,8,3,2,2,2,2,2,3,2,5,4,3,4,4,3,1,1,3,6,6,6,6,3,4,6,6,6,4,4,3,2,,,,,11,3,6,2,4,CA,92833,US,10,6,2,0,1,1
13,270,155,1,2,4,4,2,2,2,MONTREAL,10,2,93000,1,9:30,11:55,02:25,145,3,2,1,2,2,2,2,2,1,6,6,6,4,5,5,4,4,4,6,6,6,6,4,4,6,6,6,4,4,4,2,,,,,5,4,4,2,3,QU,,CANADA,13,7,2,1,1,1
13,271,156,1,2,4,4,2,2,2,MONTREAL,10,2,93000,1,9:30,11:55,02:25,145,1,2,2,1,2,2,2,2,1,4,6,4,4,4,4,6,6,4,6,4,6,2,4,4,4,4,4,4,4,5,2,,,,,7,4,4,2,3,QU,,CANADA,13,5,2,4,1,1
13,272,157,1,2,4,4,2,2,2,MONTREAL,10,2,90000,1,9:00,11:55,02:55,175,1,9,1,2,2,1,2,2,1,4,4,3,5,4,5,4,4,5,6,3,6,5,4,3,4,5,4,5,4,5,2,,,,,7,4,5,2,3,QU,,CANADA,13,3,1,3,1,1
13,273,158,1,2,4,4,2,2,2,MONTREAL,10,2,90000,1,9:00,11:55,02:55,175,2,5,1,2,1,2,2,1,1,3,4,4,5,5,5,4,4,5,6,5,6,6,4,5,6,5,6,5,4,5,2,,,,,5,5,5,2,3,,,FRANCE,15,2,2,0,1,1
13,274,159,1,2,4,4,2,2,2,MONTREAL,10,2,80000,1,8:00,11:55,03:55,235,2,3,1,1,1,2,2,1,1,4,5,5,3,5,3,6,6,6,6,6,6,6,4,5,6,6,6,5,5,5,2,,,,,11,2,5,1,4,QU,,CANADA,13,3,1,2,1,1
13,275,160,1,2,4,4,2,2,2,MONTREAL,10,2,94500,1,9:45,11:55,02:10,130,1,4,1,2,2,2,2,3,2,4,3,0,3,4,4,6,6,3,6,4,6,6,4,4,6,3,6,3,3,3,2,,,,,5,4,4,2,3,NJ,7310,US,12,5,1,4,1,1
13,276,161,1,2,4,4,2,2,2,MONTREAL,10,2,103000,1,10:30,11:55,01:25,85,1,6,1,2,2,2,2,3,2,5,4,4,5,5,5,0,0,0,0,0,0,0,5,5,0,5,0,5,5,5,2,,,,,2,5,4,2,1,CA,94598,US,5,7,2,2,1,1
13,277,162,1,2,4,4,2,2,2,MONTREAL,10,2,102000,1,10:20,11:55,01:35,95,2,7,1,0,0,1,1,1,2,3,3,2,4,4,4,4,4,6,6,6,6,6,4,5,6,6,6,5,3,5,2,,,,,12,3,3,2,3,,,AUSTRALIA,19,2,2,1,1,1
13,278,163,1,2,4,4,2,2,2,MONTREAL,10,2,74000,1,7:40,11:55,04:15,255,3,2,1,1,1,2,2,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,,,,,7,5,5,2,1,CA,95130,US,4,5,2,3,1,1
13,279,164,1,2,4,4,2,2,2,MONTREAL,10,2,80000,1,8:00,11:55,03:55,235,3,3,1,1,1,2,2,1,2,3,5,4,4,5,4,4,4,6,6,6,6,6,4,5,6,6,6,5,5,3,2,,,,,11,5,5,2,4,QU,,CANADA,13,5,2,0,1,1
13,280,165,1,2,4,4,2,2,2,MONTREAL,10,2,93000,1,9:30,11:55,02:25,145,1,2,1,0,0,2,2,4,2,6,3,4,3,3,3,3,3,3,6,3,6,2,3,4,6,4,3,3,3,3,2,,,,,17,4,3,2,2,CA,95060,US,10,5,2,4,1,1
13,281,166,1,2,4,4,2,2,2,MONTREAL,10,2,83000,1,8:30,11:55,03:25,205,1,2,2,1,2,2,2,1,2,3,3,3,1,4,3,6,6,2,6,5,6,6,3,4,6,4,6,3,3,3,2,,,,,7,1,3,2,3,QU,,CANADA,13,5,1,3,1,1
13,282,167,1,2,4,4,2,2,2,MONTREAL,10,2,94500,1,9:45,11:55,02:10,130,1,2,1,2,1,2,2,2,2,3,3,3,4,3,4,6,6,3,3,3,3,3,3,5,6,6,6,5,5,4,2,,,,,1,5,3,2,1,CA,94536,US,3,4,1,3,1,1
13,283,168,1,2,4,4,2,2,2,MONTREAL,10,2,90000,1,9:00,11:55,02:55,175,2,2,1,0,1,2,2,1,2,3,4,4,4,4,4,6,6,4,4,6,6,6,4,5,4,6,6,3,4,4,2,,,,,12,4,3,1,2,CA,95023,US,10,7,1,0,1,1
13,284,169,1,2,4,4,2,2,2,MONTREAL,10,2,95000,1,9:50,11:55,02:05,125,3,3,1,1,2,2,2,1,2,3,3,3,3,4,4,3,3,4,4,4,4,4,4,5,5,5,5,5,5,4,2,,,,,11,2,2,2,4,QU,,CANADA,13,5,1,1,1,1
13,285,170,1,2,4,4,2,2,2,MONTREAL,10,2,103800,1,10:38,11:55,01:17,77,3,6,1,2,2,2,2,2,2,4,6,6,4,5,4,4,4,6,6,6,6,6,4,5,5,5,5,5,5,5,3,,,,,5,5,5,2,3,QU,,CANADA,13,3,1,1,1,1
13,286,171,1,2,4,4,2,2,2,MONTREAL,10,2,80000,1,8:00,11:55,03:55,235,2,3,1,1,1,1,2,1,2,4,4,4,3,5,5,6,6,6,6,6,6,6,4,5,6,6,6,5,5,5,2,,,,,11,6,3,1,4,QU,,CANADA,13,3,1,3,1,1
